city;state
Gines;Sevilla
Ginestar;Tarragona
Gineta, La;Albacete
Girona;Girona
Gironella;Barcelona
Gisclareny;Barcelona
Gistaín;Huesca
Gizaburuaga;Vizcaya
Gobernador;Granada
Godall;Tarragona
Godella;Valencia
Godelleta;Valencia
Godojos;Zaragoza
Goizueta;Navarra
Gójar;Granada
Golmayo;Soria
Golmés;Lleida
Golosalvo;Albacete
Golpejas;Salamanca
Gómara;Soria
Gombrèn;Girona
Gomecello;Salamanca
Gomesende;Ourense
Gomezserracín;Segovia
Gondomar;Pontevedra
Goñi;Navarra
Gor;Granada
Gorafe;Granada
Gordaliza del Pino;León
Gordexola;Vizcaya
Gordo, El;Cáceres
Gordoncillo;León
Gorga;Alicante
Gorliz;Vizcaya
Gormaz;Soria
Gósol;Lleida
Gotarrendura;Ávila
Gotor;Zaragoza
Gozón;Asturias
Gradefes;León
Grado;Asturias
Grado, El;Huesca
Graja de Campalbo;Cuenca
Graja de Iniesta;Cuenca
Grajal de Campos;León
Grajera;Segovia
Granada;Granada
Granada de Río-Tinto, La;Huelva
Granada, La;Barcelona
Granadella, La;Lleida
Granadilla de Abona;Sta. Cruz de Tenerife
Granado, El;Huelva
Granátula de Calatrava;Ciudad Real
Grandas de Salime;Asturias
Grandes y San Martín;Ávila
Granera;Barcelona
Granja de la Costera, la;Valencia
Granja de Moreruela;Zamora
Granja de Rocamora;Alicante
Granja de Torrehermosa;Badajoz
Granja d'Escarp, La;Lleida
Granja, La;Cáceres
Granjuela, La;Córdoba
Granollers;Barcelona
Granucillo;Zamora
Granyanella;Lleida
Granyena de les Garrigues;Lleida
Granyena de Segarra;Lleida
Grañén;Huesca
Grañón;La Rioja
Gratallops;Tarragona
Graus;Huesca
Grávalos;La Rioja
Grazalema;Cádiz
Griegos;Teruel
Grijalba;Burgos
Grijota;Palencia
Griñón;Madrid
Grisaleña;Burgos
Grisel;Zaragoza
Grisén;Zaragoza
Grove, O;Pontevedra
Guadahortuna;Granada
Guadalajara;Guadalajara
Guadalaviar;Teruel
Guadalcanal;Sevilla
Guadalcázar;Córdoba
Guadalix de la Sierra;Madrid
Guadalmez;Ciudad Real
Guadalupe;Cáceres
Guadamur;Toledo
Guadarrama;Madrid
Guadasequies;Valencia
Guadassuar;Valencia
Guadix;Granada
Guadramiro;Salamanca
Guajares, Los;Granada
Gualba;Barcelona
Gualchos;Granada
Gualta;Girona
Guancha, La;Sta. Cruz de Tenerife
Guarda, A;Pontevedra
Guardamar de la Safor;Valencia
Guardamar del Segura;Alicante
Guardia de Jaén, La;Jaén
Guardia, La;Toledo
Guardiola de Berguedà;Barcelona
Guardo;Palencia
Guareña;Badajoz
Guaro;Málaga
Guarrate;Zamora
Guarromán;Jaén
Guaza de Campos;Palencia
Gúdar;Teruel
Gudiña, A;Ourense
Güejar Sierra;Granada
Güeñes;Vizcaya
Güesa/Gorza;Navarra
Guesálaz/Gesalatz;Navarra
Güevéjar;Granada
Guía de Isora;Sta. Cruz de Tenerife
Guiamets, Els;Tarragona
Guijo de Ávila;Salamanca
Guijo de Coria;Cáceres
Guijo de Galisteo;Cáceres
Guijo de Granadilla;Cáceres
Guijo de Santa Bárbara;Cáceres
Guijo, El;Córdoba
Guijuelo;Salamanca
Guillena;Sevilla
Guils de Cerdanya;Girona
Güímar;Sta. Cruz de Tenerife
Guimerà;Lleida
Guingueta d'Àneu, La;Lleida
Guirguillano;Navarra
Guisando;Ávila
Guissona;Lleida
Guitiriz;Lugo
Guixers;Lleida
Gumiel de Izán;Burgos
Gumiel de Mercado;Burgos
Guntín;Lugo
Gurb;Barcelona
Guriezo;Cantabria
Gurrea de Gállego;Huesca
Gusendos de los Oteros;León
Gutierre-Muñoz;Ávila
Haba, La;Badajoz
Hacinas;Burgos
Harana/Valle de Arana;Álava
Haría;Las Palmas
Haro;La Rioja
Haza;Burgos
Hazas de Cesto;Cantabria
Helechosa de los Montes;Badajoz
Hellín;Albacete
Henarejos;Cuenca
Henche;Guadalajara
Heras de Ayuso;Guadalajara
Herbés;Castellón
Herce;La Rioja
Herencia;Ciudad Real
Herencias, Las;Toledo
Herguijuela;Cáceres
Herguijuela de Ciudad Rodrigo;Salamanca
Herguijuela de la Sierra;Salamanca
Herguijuela del Campo;Salamanca
Hermandad de Campoo de Suso;Cantabria
Hérmedes de Cerrato;Palencia
Hermigua;Sta. Cruz de Tenerife
Hermisende;Zamora
Hernani;Gipuzkoa
Hernán-Pérez;Cáceres
Hernansancho;Ávila
Hernialde;Gipuzkoa
Herradón de Pinares;Ávila
Herramélluri;La Rioja
Herrera;Sevilla
Herrera de Alcántara;Cáceres
Herrera de los Navarros;Zaragoza
Herrera de Pisuerga;Palencia
Herrera de Soria;Soria
Herrera de Valdecañas;Palencia
Herrera del Duque;Badajoz
Herrera, La;Albacete
Herrería;Guadalajara
Herrerías;Cantabria
Herreros de Suso;Ávila
Herreruela;Cáceres
Herreruela de Oropesa;Toledo
Herrín de Campos;Valladolid
Herrumblar, El;Cuenca
Hervás;Cáceres
Hervías;La Rioja
Hiendelaencina;Guadalajara
Higuera;Cáceres
Higuera de Calatrava;Jaén
Higuera de la Serena;Badajoz
Higuera de la Sierra;Huelva
Higuera de las Dueñas;Ávila
Higuera de Llerena;Badajoz
Higuera de Vargas;Badajoz
Higuera la Real;Badajoz
Higueras;Castellón
Higueruela;Albacete
Higueruelas;Valencia
Hija de Dios, La;Ávila
Híjar;Teruel
Hijes;Guadalajara
Hiniesta, La;Zamora
Hinojal;Cáceres
Hinojales;Huelva
Hinojares;Jaén
Hinojos;Huelva
Hinojosa de Duero;Salamanca
Hinojosa de Jarque;Teruel
Hinojosa de San Vicente;Toledo
Hinojosa del Campo;Soria
Hinojosa del Duque;Córdoba
Hinojosa del Valle;Badajoz
Hinojosa, La;Cuenca
Hinojosas de Calatrava;Ciudad Real
Hinojosos, Los;Cuenca
Hiriberri/Villanueva de Aezkoa;Navarra
Hiruela, La;Madrid
Hita;Guadalajara
Hito, El;Cuenca
Holguera;Cáceres
Hombrados;Guadalajara
Hondarribia;Gipuzkoa
Hondón de los Frailes;Alicante
Honrubia;Cuenca
Honrubia de la Cuesta;Segovia
Hontalbilla;Segovia
Hontanar;Toledo
Hontanares de Eresma;Segovia
Hontanas;Burgos
Hontanaya;Cuenca
Hontangas;Burgos
Hontecillas;Cuenca
Hontoba;Guadalajara
Hontoria de Cerrato;Palencia
Hontoria de la Cantera;Burgos
Hontoria de Valdearados;Burgos
Hontoria del Pinar;Burgos
Horcajada, La;Ávila
Horcajo de la Sierra-Aoslos;Madrid
Horcajo de las Torres;Ávila
Horcajo de los Montes;Ciudad Real
Horcajo de Montemayor;Salamanca
Horcajo de Santiago;Cuenca
Horcajo Medianero;Salamanca
Horcajuelo de la Sierra;Madrid
Horche;Guadalajara
Hormazas, Las;Burgos
Hormigos;Toledo
Hormilla;La Rioja
Hormilleja;La Rioja
Hornachos;Badajoz
Hornachuelos;Córdoba
Hornillo, El;Ávila
Hornillos de Cameros;La Rioja
Hornillos de Cerrato;Palencia
Hornillos de Eresma;Valladolid
Hornillos del Camino;Burgos
Hornos;Jaén
Hornos de Moncalvillo;La Rioja
Horra, La;Burgos
Horta de Sant Joan;Tarragona
Hortezuela de Océn;Guadalajara
Hortigüela;Burgos
Hospital de Órbigo;León
Hospitalet de Llobregat, L';Barcelona
Hostalets de Pierola, Els;Barcelona
Hostalric;Girona
Hoya, La;Salamanca
Hoya-Gonzalo;Albacete
Hoyales de Roa;Burgos
Hoyo de Manzanares;Madrid
Hoyo de Pinares, El;Ávila
Hoyocasero;Ávila
Hoyorredondo;Ávila
Hoyos;Cáceres
Hoyos de Miguel Muñoz;Ávila
Hoyos del Collado;Ávila
Hoyos del Espino;Ávila
Hoz de Jaca;Huesca
Hoz de la Vieja, La;Teruel
Hoz y Costean;Huesca
Huarte/Uharte;Navarra
Huecas;Toledo
Huécija;Almería
Huélaga;Cáceres
Huélago;Granada
Huélamo;Cuenca
Huelma;Jaén
Huelva;Huelva
Huelves;Cuenca
Huéneja;Granada
Huércal de Almería;Almería
Huércal-Overa;Almería
Huércanos;La Rioja
Huerce, La;Guadalajara
Huérguina;Cuenca
Huérmeces;Burgos
Huérmeces del Cerro;Guadalajara
Huerta;Salamanca
Huerta de Arriba;Burgos
Huerta de la Obispalía;Cuenca
Huerta de Rey;Burgos
Huerta de Valdecarábanos;Toledo
Huerta del Marquesado;Cuenca
Huertahernando;Guadalajara
Huerto;Huesca
Huertos, Los;Segovia
Huesa;Jaén
Huesa del Común;Teruel
Huesca;Huesca
Huéscar;Granada
Huete;Cuenca
Huétor de Santillán;Granada
Huétor Tájar;Granada
Huétor Vega;Granada
Hueva;Guadalajara
Huévar del Aljarafe;Sevilla
Humada;Burgos
Humanes;Guadalajara
Humanes de Madrid;Madrid
Humilladero;Málaga
Hurones;Burgos
Hurtumpascual;Ávila
Husillos;Palencia
Ibahernando;Cáceres
Ibargoiti;Navarra
Ibarra;Gipuzkoa
Ibarrangelu;Vizcaya
Ibdes;Zaragoza
Ibeas de Juarros;Burgos
Ibi;Alicante
Ibias;Asturias
Ibieca;Huesca
Ibrillos;Burgos
Ibros;Jaén
Icod de los Vinos;Sta. Cruz de Tenerife
Idiazabal;Gipuzkoa
Igantzi;Navarra
Igea;La Rioja
Iglesiarrubia;Burgos
Iglesias;Burgos
Iglesuela del Cid, La;Teruel
Iglesuela, La;Toledo
Igorre;Vizcaya
Igriés;Huesca
Igualada;Barcelona
Igualeja;Málaga
Igüeña;León
Igúzquiza;Navarra
Ikaztegieta;Gipuzkoa
Ilche;Huesca
Illa de Arousa, A;Pontevedra
Illán de Vacas;Toledo
Illana;Guadalajara
Illano;Asturias
Illar;Almería
Illas;Asturias
Illescas;Toledo
Illora;Granada
Illueca;Zaragoza
Imotz;Navarra
Inca;Islas Baleares
Incio, O;Lugo
Ingenio;Las Palmas
Iniesta;Cuenca
Iniéstola;Guadalajara
Instinción;Almería
Inviernas, Las;Guadalajara
Irañeta;Navarra
Irixo, O;Ourense
Irixoa;A Coruña
Iruela, La;Jaén
Iruelos;Salamanca
Irueste;Guadalajara
Irun;Gipuzkoa
Iruña Oka/Iruña de Oca;Álava
Irura;Gipuzkoa
Iruraiz-Gauna;Álava
Irurtzun;Navarra
Isaba/Izaba;Navarra
Isábena;Huesca
Isar;Burgos
Íscar;Valladolid
Isla Cristina;Huelva
Isla Mayor;Sevilla
Isona i Conca Dellà;Lleida
Isòvol;Girona
Ispaster;Vizcaya
Istán;Málaga
Isuerre;Zaragoza
Itero de la Vega;Palencia
Itero del Castillo;Burgos
Itrabo;Granada
Itsasondo;Gipuzkoa
Ituero de Azaba;Salamanca
Ituero y Lama;Segovia
Ituren;Navarra
Iturmendi;Navarra
Iurreta;Vizcaya
Ivars de Noguera;Lleida
Ivars d'Urgell;Lleida
Ivorra;Lleida
Iza/Itza;Navarra
Izagaondoa;Navarra
Izagre;León
Izalzu/Itzaltzu;Navarra
Iznájar;Córdoba
Iznalloz;Granada
Iznate;Málaga
Iznatoraf;Jaén
Izurtza;Vizcaya
Jabaloyas;Teruel
Jabalquinto;Jaén
Jabugo;Huelva
Jaca;Huesca
Jacarilla;Alicante
Jadraque;Guadalajara
Jaén;Jaén
Jafre;Girona
Jalance;Valencia
Jalón de Cameros;La Rioja
Jambrina;Zamora
Jamilena;Jaén
Jana, la;Castellón
Jaraba;Zaragoza
Jarafuel;Valencia
Jaraicejo;Cáceres
Jaraíz de la Vera;Cáceres
Jaramillo de la Fuente;Burgos
Jaramillo Quemado;Burgos
Jarandilla de la Vera;Cáceres
Jarilla;Cáceres
Jarque;Zaragoza
Jarque de la Val;Teruel
Jasa;Huesca
Jatiel;Teruel
Jaulín;Zaragoza
Jaurrieta;Navarra
Jávea/Xàbia;Alicante
Javier;Navarra
Jayena;Granada
Jerez de la Frontera;Cádiz
Jerez de los Caballeros;Badajoz
Jerez del Marquesado;Granada
Jérica;Castellón
Jerte;Cáceres
Jete;Granada
Jijona/Xixona;Alicante
Jimena;Jaén
Jimena de la Frontera;Cádiz
Jimera de Líbar;Málaga
Jirueque;Guadalajara
Joarilla de las Matas;León
Jódar;Jaén
Jonquera, La;Girona
Jorba;Barcelona
Jorcas;Teruel
Jorquera;Albacete
Josa;Teruel
Josa i Tuixén;Lleida
Joyosa, La;Zaragoza
Juarros de Riomoros;Segovia
Juarros de Voltoya;Segovia
Jubrique;Málaga
Juià;Girona
Jumilla;Murcia
Jun;Granada
Junciana;Ávila
Juncosa;Lleida
Juneda;Lleida
Junta de Traslaloma;Burgos
Junta de Villalba de Losa;Burgos
Jurisdicción de Lara;Burgos
Jurisdicción de San Zadornil;Burgos
Juslapeña;Navarra
Justel;Zamora
Juviles;Granada
Juzbado;Salamanca
Júzcar;Málaga
Karrantza Harana/Valle de Carranza;Vizcaya
Kortezubi;Vizcaya
Kripan;Álava
Kuartango;Álava
Labajos;Segovia
Labastida/Bastida;Álava
Labores, Las;Ciudad Real
Labuerda;Huesca
Láchar;Granada
Ladrillar;Cáceres
Lagartera;Toledo
Lagartos;Palencia
Lagata;Zaragoza
Lagrán;Álava
Laguardia;Álava
Lagueruela;Teruel
Laguna Dalga;León
Laguna de Cameros;La Rioja
Laguna de Contreras;Segovia
Laguna de Duero;Valladolid
Laguna de Negrillos;León
Laguna del Marquesado;Cuenca
Lagunaseca;Cuenca
Lagunilla;Salamanca
Lagunilla del Jubera;La Rioja
Lahiguera;Jaén
Lakuntza;Navarra
Lalín;Pontevedra
Laluenga;Huesca
Lalueza;Huesca
Lama, A;Pontevedra
Lamasón;Cantabria
Lana;Navarra
Lanaja;Huesca
Láncara;Lugo
Lanciego/Lantziego;Álava
Landete;Cuenca
Lanestosa;Vizcaya
Langa;Ávila
Langa de Duero;Soria
Langa del Castillo;Zaragoza
Langayo;Valladolid
Langreo;Asturias
Languilla;Segovia
Lanjarón;Granada
Lantadilla;Palencia
Lantarón;Álava
Lanteira;Granada
Lantejuela, La;Sevilla
Lantz;Navarra
Lanzahíta;Ávila
Lanzuela;Teruel
Lapa, La;Badajoz
Laperdiguera;Huesca
Lapoblación;Navarra
Lapuebla de Labarca;Álava
Laracha, A;A Coruña
Lardero;La Rioja
Laredo;Cantabria
Larouco;Ourense
Laroya;Almería
Larrabetzu;Vizcaya
Larraga;Navarra
Larraona;Navarra
Larraul;Gipuzkoa
Larraun;Navarra
Larrodrigo;Salamanca
Larva;Jaén
Lasarte-Oria;Gipuzkoa
Lascellas-Ponzano;Huesca
Lascuarre;Huesca
Laspaúles;Huesca
Laspuña;Huesca
Lastras de Cuéllar;Segovia
Lastras del Pozo;Segovia
Lastrilla, La;Segovia
Laudio/Llodio;Álava
Láujar de Andarax;Almería
Laukiz;Vizcaya
Laviana;Asturias
Laxe;A Coruña
Layana;Zaragoza
Layos;Toledo
Laza;Ourense
Lazagurría;Navarra
Lazkao;Gipuzkoa
Leaburu;Gipuzkoa
Leache;Navarra
Lebrija;Sevilla
Lécera;Zaragoza
Lechón;Zaragoza
Leciñena;Zaragoza
Lecrín;Granada
Ledanca;Guadalajara
Ledaña;Cuenca
Ledesma;Salamanca
Ledesma de la Cogolla;La Rioja
Ledigos;Palencia
Ledrada;Salamanca
Leganés;Madrid
Leganiel;Cuenca
Legarda;Navarra
Legaria;Navarra
Legazpi;Gipuzkoa
Legorreta;Gipuzkoa
Legutio;Álava
Leintz-Gatzaga;Gipuzkoa
Leioa;Vizcaya
Leiro;Ourense
Leitza;Navarra
Leiva;La Rioja
Lekeitio;Vizcaya
Lekunberri;Navarra
Lemoa;Vizcaya
Lemoiz;Vizcaya
Lena;Asturias
Lentegí;Granada
León;León
Leoz/Leotz;Navarra
Lepe;Huelva
Lerga;Navarra
Lerín;Navarra
Lerma;Burgos
Les;Lleida
Lesaka;Navarra
Letur;Albacete
Letux;Zaragoza
Leza;Álava
Leza de Río Leza;La Rioja
Lezama;Vizcaya
Lezáun;Navarra
Lezo;Gipuzkoa
Lezuza;Albacete
Librilla;Murcia
Libros;Teruel
Liceras;Soria
Lidón;Teruel
Liédena;Navarra
Liendo;Cantabria
Liérganes;Cantabria
Liétor;Albacete
Líjar;Almería
Lillo;Toledo
Limpias;Cantabria
Linares;Jaén
Linares de la Sierra;Huelva
Linares de Mora;Teruel
Linares de Riofrío;Salamanca
Línea de la Concepción, La;Cádiz
Linyola;Lleida
Litago;Zaragoza
Lituénigo;Zaragoza
Lizartza;Gipuzkoa
Lizoáin-Arriasgoiti;Navarra
Llacuna, La;Barcelona
Lladó;Girona
Lladorre;Lleida
Lladurs;Lleida
Llagosta, La;Barcelona
Llagostera;Girona
Llamas de la Ribera;León
Llambilles;Girona
Llanars;Girona
Llançà;Girona
Llanera;Asturias
Llanera de Ranes;Valencia
Llanes;Asturias
Llano de Bureba;Burgos
Llano de Olmedo;Valladolid
Llanos de Aridane, Los;Sta. Cruz de Tenerife
Llanos de Tormes, Los;Ávila
Llanos del Caudillo;Ciudad Real
Llardecans;Lleida
Llaurí;Valencia
Llavorsí;Lleida
Lledó;Teruel
Lleida;Lleida
Llera;Badajoz
Llerena;Badajoz
Llers;Girona
Lles de Cerdanya;Lleida
Llíber;Alicante
Lliçà d'Amunt;Barcelona
Lliçà de Vall;Barcelona
Llimiana;Lleida
Llinars del Vallès;Barcelona
Llíria;Valencia
Llívia;Girona
Lloar, El;Tarragona
Llobera;Lleida
Llocnou de la Corona;Valencia
Llocnou de Sant Jeroni;Valencia
Llocnou d'En Fenollet;Valencia
Llombai;Valencia
Llorac;Tarragona
Llorenç del Penedès;Tarragona
Lloret de Mar;Girona
Lloret de Vistalegre;Islas Baleares
Llosa de Ranes, la;Valencia
Llosa, la;Castellón
Lloseta;Islas Baleares
Llosses, Les;Girona
Llubí;Islas Baleares
Lluçà;Barcelona
Llucmajor;Islas Baleares
Llutxent;Valencia
Loarre;Huesca
Lobeira;Ourense
Lobera de Onsella;Zaragoza
Lobios;Ourense
Lobón;Badajoz
Lobras;Granada
Lodosa;Navarra
Loeches;Madrid
Logroño;La Rioja
Logrosán;Cáceres
Loiu;Vizcaya
Loja;Granada
Loma de Ucieza;Palencia
Lomas;Palencia
Lominchar;Toledo
Lomoviejo;Valladolid
Longares;Zaragoza
Longás;Zaragoza
Lónguida/Longida;Navarra
Lopera;Jaén
Loporzano;Huesca
Lora de Estepa;Sevilla
Lora del Río;Sevilla
Loranca de Tajuña;Guadalajara
Lorca;Murcia
Lorcha/Orxa, l';Alicante
Loriguilla;Valencia
Lorquí;Murcia
Losa del Obispo;Valencia
Losa, La;Segovia
Losacino;Zamora
Losacio;Zamora
Losar de la Vera;Cáceres
Losar del Barco, El;Ávila
Loscorrales;Huesca
Loscos;Teruel
Losilla, La;Soria
Lourenzá;Lugo
Lousame;A Coruña
Lozoya;Madrid
Lozoyuela-Navas-Sieteiglesias;Madrid
Lubián;Zamora
Lubrín;Almería
Lucainena de las Torres;Almería
Lúcar;Almería
Lucena;Córdoba
Lucena de Jalón;Zaragoza
Lucena del Cid;Castellón
Lucena del Puerto;Huelva
Luceni;Zaragoza
Luciana;Ciudad Real
Lucillo;León
Lucillos;Toledo
Ludiente;Castellón
Luelmo;Zamora
Luena;Cantabria
Luesia;Zaragoza
Luesma;Zaragoza
Lugo;Lugo
Lugros;Granada
Luisiana, La;Sevilla
Lújar;Granada
Lumbier;Navarra
Lumbrales;Salamanca
Lumbreras;La Rioja
Lumpiaque;Zaragoza
Luna;Zaragoza
Lupiana;Guadalajara
Lupiñén-Ortilla;Huesca
Lupión;Jaén
Luque;Córdoba
Luquin;Navarra
Luyego;León
Luzaga;Guadalajara
Luzaide/Valcarlos;Navarra
Luzón;Guadalajara
Macael;Almería
Maçanet de Cabrenys;Girona
Maçanet de la Selva;Girona
Macastre;Valencia
Maceda;Ourense
Machacón;Salamanca
Macharaviaya;Málaga
Macotera;Salamanca
Madarcos;Madrid
Maderal, El;Zamora
Maderuelo;Segovia
Madremanya;Girona
Madrid;Madrid
Madridanos;Zamora
Madridejos;Toledo
Madrigal de la Vera;Cáceres
Madrigal de las Altas Torres;Ávila
Madrigal del Monte;Burgos
Madrigalejo;Cáceres
Madrigalejo del Monte;Burgos
Madrigueras;Albacete
Madroñal;Salamanca
Madroñera;Cáceres
Madroño, El;Sevilla
Maella;Zaragoza
Maello;Ávila
Magacela;Badajoz
Magallón;Zaragoza
Magán;Toledo
Magaña;Soria
Magaz de Cepeda;León
Magaz de Pisuerga;Palencia
Maguilla;Badajoz
Mahamud;Burgos
Mahide;Zamora
Mahora;Albacete
Maià de Montcal;Girona
Maials;Lleida
Maicas;Teruel
Maíllo, El;Salamanca
Mainar;Zaragoza
Maire de Castroponce;Zamora
Mairena del Alcor;Sevilla
Mairena del Aljarafe;Sevilla
Majadahonda;Madrid
Majadas;Cáceres
Majadas, Las;Cuenca
Majaelrayo;Guadalajara
Maján;Soria
Málaga;Málaga
Málaga del Fresno;Guadalajara
Malagón;Ciudad Real
Malaguilla;Guadalajara
Malahá, La;Granada
Malanquilla;Zaragoza
Malcocinado;Badajoz
Maldà;Lleida
Maleján;Zaragoza
Malgrat de Mar;Barcelona
Malla;Barcelona
Mallabia;Vizcaya
Mallén;Zaragoza
Malón;Zaragoza
Malpartida;Salamanca
Malpartida de Cáceres;Cáceres
Malpartida de Corneja;Ávila
Malpartida de la Serena;Badajoz
Malpartida de Plasencia;Cáceres
Malpica de Bergantiños;A Coruña
Malpica de Tajo;Toledo
Maluenda;Zaragoza
Malva;Zamora
Mamblas;Ávila
Mambrilla de Castrejón;Burgos
Mambrillas de Lara;Burgos
Mamolar;Burgos
Manacor;Islas Baleares
Mancera de Abajo;Salamanca
Mancera de Arriba;Ávila
Mancha Real;Jaén
Manchita;Badajoz
Manchones;Zaragoza
Manciles;Burgos
Mancor de la Vall;Islas Baleares
Mandayona;Guadalajara
Manganeses de la Lampreana;Zamora
Manganeses de la Polvorosa;Zamora
Manilva;Málaga
Manises;Valencia
Manjabálago;Ávila
Manjarrés;La Rioja
Manlleu;Barcelona
Manquillos;Palencia
Manresa;Barcelona
Mansilla de la Sierra;La Rioja
Mansilla de las Mulas;León
Mansilla Mayor;León
Mantiel;Guadalajara
Mantinos;Palencia
Manuel;Valencia
Manzanal de Arriba;Zamora
Manzanal de los Infantes;Zamora
Manzanal del Barco;Zamora
Manzanares;Ciudad Real
Manzanares de Rioja;La Rioja
Manzanares el Real;Madrid
Manzaneda;Ourense
Manzaneque;Toledo
Manzanera;Teruel
Manzanilla;Huelva
Manzanillo;Valladolid
Manzano, El;Salamanca
Mañaria;Vizcaya
Mañeru;Navarra
Mañón;A Coruña
Maó;Islas Baleares
Maqueda;Toledo
Mara;Zaragoza
Maracena;Granada
Maranchón;Guadalajara
Maraña;León
Marañón;Navarra
Marazoleja;Segovia
Marazuela;Segovia
Marbella;Málaga
Marçà;Tarragona
Marchagaz;Cáceres
Marchal;Granada
Marchamalo;Guadalajara
Marchena;Sevilla
Marcilla;Navarra
Marcilla de Campos;Palencia
Margalef;Tarragona
Marganell;Barcelona
María;Almería
María de Huerva;Zaragoza
Maria de la Salut;Islas Baleares
Mariana;Cuenca
Marín;Pontevedra
Marina de Cudeyo;Cantabria
Marinaleda;Sevilla
Marines;Valencia
Marines, Los;Huelva
Marjaliza;Toledo
Markina-Xemein;Vizcaya
Marlín;Ávila
Marmolejo;Jaén
Marracos;Zaragoza
Marratxí;Islas Baleares
Marrupe;Toledo
Martiago;Salamanca
Martiherrero;Ávila
Martín de la Jara;Sevilla
Martín de Yeltes;Salamanca
Martín del Río;Teruel
Martín Miguel;Segovia
Martín Muñoz de la Dehesa;Segovia
Martín Muñoz de las Posadas;Segovia
Martinamor;Salamanca
Martínez;Ávila
Martorell;Barcelona
Martorelles;Barcelona
Martos;Jaén
Marugán;Segovia
Maruri-Jatabe;Vizcaya
Marzales;Valladolid
Mas de Barberans;Tarragona
Mas de las Matas;Teruel
Masarac;Girona
Mascaraque;Toledo
Masdenverge;Tarragona
Masegosa;Cuenca
Masegoso;Albacete
Masegoso de Tajuña;Guadalajara
Maside;Ourense
Masies de Roda, Les;Barcelona
Masies de Voltregà, Les;Barcelona
Masllorenç;Tarragona
Masnou, El;Barcelona
Masó, La;Tarragona
Maspujols;Tarragona
Masquefa;Barcelona
Masroig, El;Tarragona
Massalavés;Valencia
Massalcoreig;Lleida
Massalfassar;Valencia
Massamagrell;Valencia
Massanassa;Valencia
Massanes;Girona
Massoteres;Lleida
Masueco;Salamanca
Mata de Alcántara;Cáceres
Mata de Cuéllar;Segovia
Mata de Ledesma, La;Salamanca
Mata de los Olmos, La;Teruel
Mata de Morella, la;Castellón
Mata, La;Toledo
Matabuena;Segovia
Matadeón de los Oteros;León
Matadepera;Barcelona
Matalebreras;Soria
Matallana de Torío;León
Matamala de Almazán;Soria
Matanza;León
Matanza de Acentejo, La;Sta. Cruz de Tenerife
Matapozuelos;Valladolid
Mataró;Barcelona
Matarrubia;Guadalajara
Matet;Castellón
Matilla de Arzón;Zamora
Matilla de los Caños;Valladolid
Matilla de los Caños del Río;Salamanca
Matilla la Seca;Zamora
Matilla, La;Segovia
Matillas;Guadalajara
Matute;La Rioja
Maya, La;Salamanca
Mayalde;Zamora
Mayorga;Valladolid
Mazaleón;Teruel
Mazarambroz;Toledo
Mazarete;Guadalajara
Mazaricos;A Coruña
Mazariegos;Palencia
Mazarrón;Murcia
Mazcuerras;Cantabria
Mazuecos;Guadalajara
